D;u_D;T;u_T;
0,221;0,0005;1,14;0,003
0,2009;0,0005;1,122;0,003
0,1799;0,0005;1,104;0,003
0,1589;0,0005;1,091;0,003
0,1379;0,0005;1,086;0,003
0,1169;0,0005;1,09;0,003
0,0959;0,0005;1,114;0,003
0,0780;0,0005;1,164;0,003
