D;u_D;T;u_T;
0,221;0,0005;1,14;0,00021
0,2009;0,0005;1,122;0,00018
0,1799;0,0005;1,104;0,00017
0,1589;0,0005;1,092;0,0017
0,1379;0,0005;1,085;0,00019
0,1169;0,0005;1,090;0,00019
0,0959;0,0005;1,113;0,00020
0,0780;0,0005;1,164;0,00022
